player_id,2008,2009,2010,2011,2012,2013,2014,2015,2016
38956,,,,8203,8203,8203,8203,8203,8203
154433,,8203,8203,8203,8203,,2186,2186,2186
201101,,,9985,,,,,,
208718,,,9997,9997,,,8571,8475,8475
104415,,,9997,9997,9997,9993,,,
178485,,,9997,,,,,,
178293,,,9994,9994,9994,8342,8342,8342,8342
26109,,,8571,8571,8571,8571,,,
209855,,,9984,9984,9984,9984,9984,8571,8571
188231,,,,9984,9984,9984,9984,9984,
122116,,,9984,9984,,,,,
111025,,,9985,9985,,,,,
26116,9873,9873,9985,,,,,,
109332,,,9991,9991,9991,,,,
209567,,,10000,,,,,,
150746,,,9997,9997,,,,,
38312,,,8571,8571,,,,,
178481,,,9985,9993,9998,9998,,,
104388,,,9986,,9986,,,,
39977,8639,9746,9986,9998,9998,9998,,,
26613,,8277,9986,9986,9986,9986,9994,10000,10000
46666,,,9986,,,,,,
26264,,,9986,9986,9837,9837,9837,9837,9837
38246,,8525,9986,9986,,,,,
36863,,8635,9986,9993,9993,9993,9989,9989,
45469,,,9986,,,,,,
25636,,,9986,,,,,,
38732,,,9986,,,,,,
208699,,,8342,8342,8475,8475,8475,8475,
190854,,,8342,8342,8342,9993,9984,9984,
38962,,,9997,9997,,,,,
177872,,,9985,,,,,,
166664,,,10001,,,,10001,10001,10001
209782,,,10001,10001,10001,,10001,10001,10001
192905,,,9997,9985,9873,,,,
37529,,,,9989,,,,,
6798,,,,9989,8475,,,,
7226,,,,9993,9993,,,,
231006,,,,9993,,,9984,9984,
149206,,,,10001,,,,,
181066,,,,10001,10001,1773,9994,9994,
26771,,,,9991,9991,,10000,10000,
155268,,8537,6351,6351,,,,,
11336,,,,9986,,,8588,1773,1773
12405,,,,9986,9986,,8021,,
33605,,,,9986,9986,9986,9986,9986,9986
174247,,,,9986,,,,,
244065,,,,9986,9986,9986,,,
243240,,,,9986,9985,,,,
40281,,,,9989,,,,,
36844,,9803,9803,9989,9989,,,,
192323,,,,9989,9989,9989,,,
244128,,,,9985,,,,,
183548,,,9882,8571,,,9925,8305,8305
38368,10233,8462,8462,9987,9987,,8635,8635,
170274,,,,9987,,9993,,,
166686,,,9986,9986,9986,9986,,,
37440,8479,8479,10281,9991,9991,9991,,,
164229,,,10211,9985,9985,9985,,7844,1773
36843,,,9989,9989,8475,8475,,,
37984,,8722,,9997,,,,,
208635,,,,9986,9986,9986,,,
208672,,,8635,8571,8571,8571,8588,8588,
9203,,,,9997,,,,,
164582,,,,9989,,,,,
200607,,,8635,8635,8526,9986,,,
37367,,,6351,,,,,,
178283,,,9993,9993,,8203,8203,8203,8203
129918,,,,9994,9994,10228,8560,8560,8406
93344,,,9986,,,,,,
40520,,,9986,,9986,9991,9987,8571,8571
39984,,6493,6351,,,,,,
208493,,,,8635,,,,,
40536,,9931,9931,8635,8635,9931,9931,9931,9931
265123,,,,8635,8635,,8573,8573,8573
245653,,,,9985,,,,,
248689,,,,9985,9985,9985,8592,8592,8592
36873,,,,9993,,,,,
174363,,,,9993,9993,,,,
163613,,,,9993,,,,,
14487,,,,9993,9993,9993,,,
243250,,,,9984,9984,9984,9994,9994,
277766,,,,9984,9984,9984,9807,,
4863,,,,9989,9989,,,,
41947,,,,9989,9989,9989,,,
26589,,9803,9803,9997,,,,9791,9791
68226,,,,9997,9997,9985,,,
37667,8603,8603,,9991,9991,,,,
49451,,,,9991,9991,9991,9991,9991,9991
71466,9830,9830,,9985,9985,9985,,8686,8686
119542,,,,9985,9985,9985,,,
181071,,,,9989,9989,9989,9989,,
239351,,,,10001,10001,,,,
37666,8603,8603,,10001,10001,,,,
68116,,,,9984,9984,,,,
193222,,,,9984,9984,,,,
77813,,,,8571,9993,,8203,8203,
39153,,,,9998,9998,9998,,,
38906,,,,9998,9998,9998,,,
26235,,,,9998,9998,9998,,,
181574,,,,9998,9998,9993,,,
166577,,,,9998,9998,,,,
149258,,,,9998,9998,9989,9989,9989,
37128,,,,9998,9998,,,,
21753,,,,9998,9998,,8203,8203,8203
212285,,,,9994,9994,9994,,9994,9994
277813,,,,8203,8203,,,,
171250,,,,8203,8203,,,,
28133,,,,8342,8342,8342,,,
71765,,,,8342,8342,,,,
237646,,,,8342,8342,,9989,,
31294,,8600,8464,8342,8342,9905,8593,,
14557,,,,8342,8342,8342,8342,8342,8342
277771,,,,8342,8342,,8342,8342,8342
280134,,,,9997,9997,,9989,9989,1773
109331,,,,9987,9987,,,,
2770,,,8581,9985,9985,,,,
45205,,,,9985,9985,9985,,,
111194,,,7819,8571,8571,8571,9984,,
157561,,,,8588,9987,9987,,9987,
113868,,,,8342,8342,8342,8342,8342,
26606,,,,9998,9998,8475,8475,8475,
45840,,,,1773,1773,,,,
149173,,,,1773,1773,1773,,,
38323,,,,1773,1773,,10001,10001,
24149,,,,1773,,,,,
38777,,,,1773,9991,8475,9994,1773,1773
45865,,,,1773,,,,,
287232,,,,1773,1773,1773,,,
104389,,,8602,9985,9985,,9985,10179,10179
37854,,,,9991,9991,9991,,,
206592,,,,8571,8571,8571,8571,8571,8571
94419,,,,1773,1773,8245,8245,8245,8245
68114,,,,1773,1773,,8573,8573,
179059,,,,8635,9986,9986,9986,9986,9986
229610,,,,9998,9998,9998,,,
25199,10251,10251,,8203,,,,,
9213,,,,8571,8571,,,,
45256,,,,9997,9997,,,,
41005,,9803,9803,9803,10000,10000,8342,8342,8342
80678,,,,10000,10000,9987,,9987,9987
11357,,,,10000,10000,10000,10000,10000,
200634,,,9986,10000,10000,,,,
240044,,,,10000,10000,10000,,8203,8203
195998,,,,9985,9985,9985,9985,8529,8533
215419,,,9987,9987,9987,,,8464,8464
243481,,,,9993,9993,9993,8525,8525,8525
71324,,,,9993,,,,,
232299,,,,9991,9991,9991,9991,9991,
16636,,,,10000,10000,,,,
178488,,,,9989,9989,,,10167,
31031,,,,9989,9989,,,,
148331,,,,9985,9985,,,,
277840,,,,1773,1773,,,,
277770,,,,8342,,,,,
208929,,,,8571,8571,8571,9991,9991,9991
30824,8674,8674,8674,8674,8342,8342,,,
129275,,,,,9993,,,,
72545,,,,,9994,9994,9994,9994,9994
277821,,,,,9994,,9994,9994,9994
104410,,,,,8203,,8475,10001,10001
257865,,,,,9984,9768,9768,9768,9768
277767,,,,9984,9984,7844,9925,,
39335,,,,,1773,1773,,,
156553,,,,9991,9991,,8674,8674,8674
114368,,,,9991,9991,,9991,,
148338,,,,,10001,,,,
37978,,9803,9803,10001,10001,,,,
254455,,,,,9993,9993,,,
300978,,,,,9989,,,188163,188163
172147,,,,8370,8342,8370,8603,8603,8603
25160,,,,,9989,,,,
26221,,9829,9829,9829,9985,9830,9830,9830,
38793,,9788,9788,9788,9987,1773,,9925,9925
45898,,,,,10001,7788,7788,,
289250,,,,,8571,8571,8571,10233,
242229,,,,,8571,,,,
166179,,,,,9991,,10000,,
289248,,,,,9991,9993,9991,9991,9997
157102,,,,,9984,9984,,,
122055,,,,,9991,,,,
208852,,,,10000,10000,10000,10000,8540,8540
37993,,,,1773,,,,1773,
37865,,,,1773,,,,,
181569,,,,1773,1773,1773,,,1773
174747,,,8526,,9989,,,,
40274,,,,,9985,9878,9882,9931,9931
202510,,,,9997,,,,,
121639,,,9827,10000,,7844,10212,10212,
40295,,,,9989,,,,,
109281,,,,9998,,,,,
36841,,9991,,8406,1773,,,,
303206,,,,,10000,,,,
181029,,,,,9986,9986,,8203,
128851,,,,,9986,,,,
141395,,,,,9986,,,,
242300,,,,,8475,,,,
37943,,,,,8475,,,,
180364,,,,,8475,8475,,,
131394,,9991,,,8475,8475,,,
27168,,8464,8464,8464,8475,8475,8475,,
184100,,,,,8475,,,,
181069,,,,,9989,9989,9991,9991,9991
174600,,,,,9989,,,,
174597,,,,,9989,,,,
311111,,,,,9989,,,,
148294,,,,,9989,9989,,,
22706,,,,,9989,9989,,,
92527,,10235,,10235,9987,9987,,,
210428,,,,,9987,9987,9875,9875,9875
178758,,,8464,8464,8464,8635,8635,8635,8635
151075,,,8661,8661,9991,9991,,,
98368,,10212,10212,10212,10212,1773,8475,8475,
41727,,6421,6421,,10212,9989,8613,8613,
242260,,,,,9989,,8525,8525,
179783,,,,,8571,8571,,1773,1773
200633,,,,,8475,,,,
149345,,,,,8475,,,,
174220,,,,,8475,8475,,,
149334,,,,,9993,9993,8573,8573,
171786,,,8640,8640,9993,,6631,8525,8525
166648,,,,,8342,8302,8302,8564,8564
214340,,,,,9986,9986,9986,9986,
178261,,,,,9986,,,9986,9986
208348,,,,,9986,9986,8475,,
290411,,,,,9985,8586,8586,,
168744,,,,,9985,9985,9985,,
191583,,,9829,7819,7819,9985,,9837,
300977,,,,,9985,9985,8203,8203,
306117,,,,,9985,9985,9985,9985,
27282,,8674,8674,8674,8203,8203,,,
34763,,8674,8674,8674,8203,8203,9991,,
33074,8634,8634,8586,9879,9984,8342,,,
26078,,,,,9998,9998,,1773,1773
186918,,4170,4170,,1773,1773,,,
282012,,,,,8635,8635,8635,8635,8635
42771,,,,,8635,,,,
72259,,,,,9836,9987,9987,,9987
45485,,8525,8525,8525,9989,9989,9989,9989,9803
303179,,,,,10000,10000,10000,10000,10000
354495,,,,,10000,10000,8721,,
264190,,,,,10000,10000,9788,9788,9788
346142,,,,,9991,,9991,9991,9991
22831,,,,,9991,,,8025,8025
26425,,,,,9986,,,,
212598,,,,,9986,,10001,10001,
396929,,,,,8203,8203,8203,8203,
154276,,,,,8475,8475,8475,10000,
173922,,,,,8475,,,9994,
389202,,,,,9993,,9989,8305,8305
105695,,,,,8475,8475,,,
239352,,,,,8635,8635,,,
193410,,,9839,9839,9839,9984,8613,8613,8613
39102,,,,,8342,8342,8475,8673,
186184,,,,,8203,8203,8203,8203,8203
346114,,,,,9993,9993,10001,10001,10001
145586,8640,,8640,8640,9993,9993,8525,8525,10229
46458,,9855,,,9986,9986,9986,9986,9986
339260,,,,,9991,9991,,,
45839,,,9791,9791,9791,9987,10000,6433,
120116,,,,,8475,8475,8475,8475,
243465,,,,,9993,9993,10228,10228,10228
33898,,8388,,8370,9993,9993,,,
277827,,,,,9998,,,,
277848,,,,,9985,9985,9985,9985,
31160,,,,,8342,8342,,,
294252,,,,,8342,,,274581,8571
26587,,9803,9803,9803,9993,9993,9761,,
115377,,,,,9993,,,,
300401,,,,,8203,,,,
26612,,9803,9803,9803,9803,8203,,,
256202,,,,,9984,9984,,,
302583,,,,,9986,9986,,,
346111,,,,,10000,10000,10001,10001,8573
196203,,,,,8571,8571,10281,8358,9991
13034,,,,,,9986,,,
79247,,,,8588,,9986,9991,9986,9986
203755,,,,,,9994,9994,9994,9985
209922,,,,,,8342,8342,8342,8558
21776,,,,8521,8521,9998,,,
37753,,9908,10251,10251,,9984,,,
150240,,8614,,,,9984,6433,9984,
424130,,,,,,9989,10215,10215,
423207,,,,,,9989,,,
161655,,,,,,8342,,,
72931,,,,,8475,8475,,,
427980,,,,,,9998,,9989,
156693,,,,,,9993,8571,8571,8571
113292,,,,,,9761,9761,9761,
40679,,8639,8639,7819,7819,8203,,8475,
38403,8696,8394,8394,8394,,9991,,,
195448,,,,,,9987,9987,9987,8635
310505,,,,,,9987,,,
256198,,,,,1773,1773,,,
207603,,,,,,9985,9985,9997,
239599,,,,,,9986,9986,1773,
39148,,,,,,8571,8571,8571,
71599,,,9941,,8571,8571,,,
166672,,,,,,9993,,,
182847,,,,,8475,,,,
280438,,,,,9986,,,,
317565,,,,,,9994,,,
431589,,,,,,9984,9984,10000,10000
57103,,,,,,9984,,,
167439,,,,,8635,,,,
277779,,,,,9987,,9989,,
187012,,,,,8571,,,,
254608,,,,,10000,,,,
212034,,,,,10000,,,,
105610,,,,,9991,,,,
164221,,,10211,10211,10211,7842,7842,7842,7842
38953,,,,,,,9989,,
426892,,,,,,,9989,9989,9837
512033,,,,,,,9989,9989,
25655,,,,,,,9989,,
466260,,,,,,,9989,9989,
513810,,,,,,,9989,9989,8203
410160,,,,,,,9831,9831,
107806,,8682,8682,,,,8573,8573,8573
149140,,,,,,,8573,8573,
134233,,,,,,,8573,8573,
201811,,,,,,,8573,8573,8573
244136,,,,,,,7869,7869,
338979,,,,,,,8573,,
97359,,,,,,,9991,,
169594,,,,,9836,9985,9991,,
8930,,,,,,,8475,8475,
